tweet_id,favorite_count,retweet_count
788070120937619456,0,3952
787810552592695296,9717,3540
787397959788929025,12120,3300
787111942498508800,0,7798
786729988674449408,0,2827
786664955043049472,11957,2996
786363235746385920,12189,4072
786233965241827333,17178,5571
786036967502913536,0,8237
785872687017132033,7489,2130
785533386513321988,10183,2334
785264754247995392,8128,1911
784826020293709826,11310,3712
784431430411685888,6329,1491
784057939640352768,33505,12953
783821107061198850,8209,2269
783466772167098368,9468,2608
783347506784731136,0,6533
783085703974514689,9112,2565
782747134529531904,8310,1604
782598640137187329,8694,2184
782021823840026624,0,7236
781661882474196992,11634,3129
781524693396357120,23163,6426
781251288990355457,9428,2458
780931614150983680,24192,8536
780800785462489090,6141,1505
780543529827336192,7040,2032
780476555013349377,0,136
780192070812196864,9712,2589
780074436359819264,13723,5815
779377524342161408,9831,3613
779123168116150273,13206,4207
778990705243029504,22342,8437
778764940568104960,955,426
778650543019483137,6430,1729
778408200802557953,15135,5023
778383385161035776,6515,1271
778039087836069888,9417,3065
777953400541634568,0,4080
777684233540206592,12518,3403
777621514455814149,9742,2910
776819012571455488,0,15839
776477788987613185,9858,3249
776218204058357768,33345,18497
776113305656188928,13102,5068
775898661951791106,0,17621
775733305207554048,15413,4627
775364825476165632,8295,3472
775096608509886464,0,9220
774757898236878852,9462,2035
774314403806253056,24167,6478
773922284943896577,7110,1999
773670353721753600,5935,1501
773336787167145985,0,5912
773247561583001600,10414,3699
772877495989305348,9555,4501
772615324260794368,0,3914
772193107915964416,6665,1612
772117678702071809,4165,848
772102971039580160,4448,1065
771770456517009408,13356,3924
771380798096281600,11746,5912
771136648247640064,10223,3357
771014301343748096,7032,1782
770772759874076672,5749,1626
770655142660169732,8130,2013
770293558247038976,6923,1718
770069151037685760,8385,2651
769695466921623552,7101,1926
769212283578875904,5980,1969
768909767477751808,0,3129
768609597686943744,4580,1382
768554158521745409,0,6719
768193404517830656,12157,4080
767754930266464257,17814,6221
767191397493538821,13643,4406
766864461642756096,0,6521
766714921925144576,2872,438
766423258543644672,6671,1825
766078092750233600,0,2970
766008592277377025,4149,571
765669560888528897,5760,1407
765371061932261376,7842,2475
764857477905154048,7099,2029
763956972077010945,812,61
763183847194451968,6004,1702
763103485927849985,8163,2602
762471784394268675,12571,7612
762316489655476224,5350,1298
761976711479193600,5992,2310
761745352076779520,4707,979
761599872357261312,4578,1336
761334018830917632,5792,1669
761227390836215808,5908,1775
760893934457552897,4228,1104
760641137271070720,5485,1481
760521673607086080,4681,1608
760252756032651264,4338,995
760153949710192640,0,38
759923798737051648,16284,6521
759793422261743616,6620,2173
759557299618865152,5202,1341
759446261539934208,1846,561
759159934323924993,0,1359
759047813560868866,7227,2302
758828659922702336,12376,4376
758474966123810816,4227,1132
758405701903519748,5756,2204
758099635764359168,21302,11550
757741869644341248,7613,3710
757725642876129280,5022,1391
757597904299253760,0,336
757400162377592832,16743,7759
757354760399941633,4995,1637
756939218950160384,7342,2295
756526248105566208,11506,4169
756288534030475264,28519,15071
755955933503782912,8092,3285
755110668769038337,23446,12621
754856583969079297,7616,2870
754482103782404096,5852,2220
754120377874386944,8655,2670
753655901052166144,6458,2492
753398408988139520,6384,2186
753298634498793472,0,6620
753039830821511168,41080,24013
752932432744185856,13970,7798
752701944171524096,0,3291
752660715232722944,4878,1794
752519690950500352,8157,3917
752309394570878976,0,18963
751950017322246144,3415,1060
751830394383790080,6428,2227
751598357617971201,8699,3440
751538714308972544,5547,1445
751251247299190784,13791,6695
751132876104687617,5610,1480
750719632563142656,14621,5747
750429297815552001,14569,4947
750381685133418496,758,39
750132105863102464,3990,1440
750101899009982464,3344,959
750071704093859840,8653,3802
750041628174217216,3502,703
750011400160841729,3568,1035
749981277374128128,5569,2772
749417653287129088,6721,1904
749395845976588288,9488,3951
749075273010798592,6353,2360
749036806121881602,3425,896
748932637671223296,6461,2564
748699167502000129,5213,1814
748575535303884801,6696,2272
748346686624440324,5735,1413
748324050481647620,4078,867
748220828303695873,15549,8825
747933425676525569,7310,2894
747844099428986880,3084,851
747651430853525504,1520,179
747600769478692864,2545,619
747512671126323200,6110,1803
747439450712596480,5965,2184
747219827526344708,5792,1791
747103485104099331,10534,4548
746872823977771008,6593,2429
746790600704425984,5345,1806
746726898085036033,6648,2037
746521445350707200,0,1110
746369468511756288,6637,1854
746056683365994496,3904,931
745712589599014916,7652,2636
745422732645535745,9412,2768
745074613265149952,8605,3976
744995568523612160,3277,716
744709971296780288,6150,1771
744234799360020481,131075,79515
743980027717509120,4551,1231
743835915802583040,0,2387
743595368194129920,20275,7445
743510151680958465,8671,4185
743222593470234624,6792,2164
742534281772302336,7744,4011
742465774154047488,7916,4382
742385895052087300,7457,2266
742150209887731712,5661,1783
741743634094141440,8945,3144
741303864243200000,9631,3650
741067306818797568,10342,3520
740711788199743490,3736,1062
740676976021798912,19881,7724
740365076218183684,2727,495
740214038584557568,7335,2220
739932936087216128,4443,1217
739623569819336705,4185,1547
739544079319588864,43694,24319
739238157791694849,75163,52360
738885046782832640,4127,1283
738537504001953792,5575,1759
738184450748633089,4727,1360
738156290900254721,2768,748
737800304142471168,10943,3904
737445876994609152,11302,5048
737310737551491075,16040,8329
736392552031657984,19450,8407
736225175608430592,8901,3115
735991953473572864,3934,1283
735635087207878657,6776,2659
735256018284875776,3675,993
734912297295085568,2993,572
734776360183431168,2742,608
733828123016450049,3926,881
733482008106668032,3438,1065
733109485275860992,44619,17621
732726085725589504,3855,1003
732375214819057664,8832,2838
731285275100512256,3798,1090
730924654643314689,6682,2234
730427201120833536,3809,1176
730196704625098752,5339,2172
729838605770891264,1856,431
729463711119904772,6340,2586
728986383096946689,3460,917
728751179681943552,3032,757
728409960103686147,5383,2269
728046963732717569,4722,1328
728015554473250816,4479,1219
727644517743104000,6431,1962
727314416056803329,3623,834
727175381690781696,4209,1540
726935089318363137,7496,2738
726828223124897792,3882,1124
725842289046749185,7691,2970
725729321944506368,5646,2009
724983749226668032,4040,1462
724405726123311104,5800,1847
724046343203856385,2901,620
723912936180330496,4236,1374
723673163800948736,3291,1011
722974582966214656,4493,1764
721503162398597120,5086,2124
720785406564900865,3400,866
720415127506415616,4503,1681
720340705894408192,3131,1098
720043174954147842,5332,2253
719704490224398336,4974,1645
719367763014393856,3022,827
719332531645071360,3711,1078
718939241951195136,5720,1973
718613305783398402,2669,542
718460005985447936,2846,602
718246886998687744,2115,565
717841801130979328,2660,670
717537687239008257,6281,2069
717421804990701568,3446,945
717009362452090881,3583,1102
716791146589110272,5204,1474
716447146686459905,14327,6643
716285507865542656,3041,1225
715928423106027520,3485,987
715733265223708672,5093,1920
715696743237730304,4257,1454
715360349751484417,5955,1772
715220193576927233,2630,736
715009755312439296,4550,1392
714962719905021952,8028,4816
714631576617938945,3571,1122
714485234495041536,2962,1313
714251586676113411,3570,940
714141408463036416,4673,1569
713909862279876608,2078,616
713761197720473600,5308,1541
713177543487135744,7854,3183
712809025985978368,20378,7602
712668654853337088,4531,1367
712309440758808576,269,26
712092745624633345,3211,1016
712065007010385924,2451,700
711968124745228288,8776,2601
711732680602345472,9756,4653
711652651650457602,4228,1037
711306686208872448,3596,819
710997087345876993,4960,1561
710833117892898816,2937,606
710609963652087808,5227,2624
710296729921429505,2574,833
710272297844797440,4945,1425
710153181850935296,3153,1006
710117014656950272,5999,2233
709901256215666688,732,112
709566166965075968,3865,1367
709519240576036864,1620,277
709409458133323776,2855,788
709207347839836162,13755,6567
709179584944730112,2213,763
709042156699303936,5197,1864
708845821941387268,3226,1015
708810915978854401,18036,7848
708711088997666817,2790,834
708469915515297792,3357,926
708356463048204288,3929,1520
708149363256774660,4672,1727
708119489313951744,2937,1102
708026248782585858,4799,2166
707983188426153984,52,2
707776935007539200,3593,1079
707738799544082433,4495,2785
707629649552134146,2834,997
707420581654872064,2499,789
707387676719185920,3835,1490
707315916783140866,2698,727
707059547140169728,2796,759
707021089608753152,4433,1540
706904523814649856,15961,8830
706681918348251136,3627,1103
706593038911545345,2363,718
706516534877929472,3404,1150
706310011488698368,23443,9034
706265994973601792,2979,1030
706166467411222528,5636,1819
705975130514706432,3397,842
705898680587526145,2597,643
705591895322394625,3475,1308
705442520700944385,4877,1859
705239209544720384,3290,854
705102439679201280,2342,585
704871453724954624,4585,1245
704847917308362754,5594,1727
704761120771465216,7283,3257
704491224099647488,840,97
704364645503647744,8804,3999
704134088924532736,1653,519
704054845121142784,3201,1028
703769065844768768,3621,1276
703611486317502464,4229,1709
703407252292673536,2685,786
703356393781329922,2085,429
703079050210877440,8064,3494
702932127499816960,2825,811
702684942141153280,3516,1215
702598099714314240,11332,3712
702332542343577600,3491,1755
702276748847800320,2706,860
701981390485725185,3755,1106
701889187134500865,3905,1558
701601587219795968,2299,523
701545186879471618,2902,680
700890391244103680,2437,653
700847567345688576,2637,558
700747788515020802,25130,10673
700505138482569216,2487,646
700167517596164096,2903,836
700143752053182464,8282,3129
700029284593901568,2262,661
699801817392291840,3345,1088
699779630832685056,3039,1397
699691744225525762,11252,5174
699434518667751424,2384,577
699413908797464576,2258,688
699323444782047232,3466,983
699079609774645248,2677,745
699060279947165696,4173,2059
698989035503689728,3701,1113
698907974262222848,2787,699
698703483621523456,1608,425
698549713696649216,2536,704
698342080612007937,2485,1074
698195409219559425,18408,6750
697995514407682048,1665,372
697943111201378304,2638,776
697630435728322560,1909,614
697596423848730625,3306,1425
697516214579523584,2281,1282
697463031882764288,3748,1552
697259378236399616,3611,1136
697242256848379904,2753,751
696894894812565505,2594,758
696877980375769088,2689,802
696744641916489729,2293,1069
696518437233913856,4274,1887
696488710901260288,2788,1166
696100768806522880,2125,750
695794761660297217,3490,880
695629776980148225,5020,2377
695409464418041856,9460,4017
695095422348574720,2888,684
695064344191721472,1771,685
694925794720792577,2965,1043
694669722378485760,26068,13517
694352839993344000,2244,700
694329668942569472,2203,569
694183373896572928,3236,1040
693993230313091072,2044,457
693647888581312512,2961,673
693642232151285760,2790,472
693622659251335168,1691,422
693582294167244802,1802,292
693280720173801472,3669,1403
693262851218264065,2459,568
693155686491000832,8668,3622
693095443459342336,2056,523
692905862751522816,2683,998
692894228850999298,2511,910
692752401762250755,7496,4124
692535307825213440,3504,1529
692423280028966913,1618,265
692187005137076224,2768,929
692142790915014657,1798,438
692017291282812928,3153,1081
691793053716221953,8910,4732
691675652215414786,2116,577
691459709405118465,4449,1294
691416866452082688,21253,8689
691096613310316544,3253,1019
690989312272396288,6513,3282
690938899477221376,4536,2245
690735892932222976,4134,1442
690690673629138944,2547,898
690607260360429569,313,19
690400367696297985,2041,509
690360449368465409,2925,1006
690248561355657216,1845,477
690015576308211712,2740,836
689999384604450816,1561,424
689977555533848577,1490,502
689877686181715968,3323,1344
689661964914655233,3501,1052
689623661272240129,2467,748
689557536375177216,2257,519
689289219123089408,2476,1056
689280876073582592,2197,819
689255633275777024,2805,1212
689143371370250240,2232,579
688908934925697024,2310,874
688894073864884227,2462,792
688804835492233216,1043,227
688547210804498433,2862,789
688385280030670848,10180,5035
688179443353796608,2328,669
688064179421470721,1878,408
687826841265172480,2989,1292
687807801670897665,2625,801
687704180304273409,2660,950
687494652870668288,2104,654
687476254459715584,2187,619
687399393394311168,2081,702
687312378585812992,4777,2146
687124485711986689,2371,577
687102708889812993,2571,1124
686947101016735744,9433,3582
686749460672679938,3812,1666
686683045143953408,3072,912
686606069955735556,2071,607
686386521809772549,3553,996
686358356425093120,2398,776
686050296934563840,2420,836
686034024800862208,3424,1324
686003207160610816,2009,735
685943807276412928,1801,696
685681090388975616,2069,140
685663452032069632,3557,1656
685547936038666240,35052,17465
685325112850124800,10471,4535
685315239903100929,3676,1234
685268753634967552,3419,1371
685169283572338688,4489,1620
684959798585110529,7004,3487
684926975086034944,3849,552
684902183876321280,2053,605
684830982659280897,38551,24514
684594889858887680,9843,4016
684567543613382656,3312,1418
684481074559381504,4249,1320
684241637099323392,8999,3727
684222868335505415,4225,1563
684195085588783105,2108,595
684177701129875456,2215,764
684122891630342144,2176,539
683857920510050305,4163,1262
683849932751646720,2896,1116
683828599284170753,3053,1195
683742671509258241,7162,3781
683498322573824003,3469,1095
683462770029932544,2676,761
683391852557561860,8356,2702
683142553609318400,3162,1173
683098815881154561,2361,736
683030066213818368,2370,832
682808988178739200,1953,210
682750546109968385,1674,494
682662431982772225,3326,1207
682429480204398592,3769,1320
682393905736888321,2441,773
682303737705140231,3389,1135
682242692827447297,3566,1341
682059653698686977,5442,1915
682032003584274432,7223,2294
681981167097122816,3043,1161
681694085539872773,14010,4581
681654059175129088,2903,1045
681579835668455424,3893,1489
681340665377193984,1803,313
681320187870711809,2918,863
681297372102656000,3490,1091
681261549936340994,1597,308
681231109724700672,2629,540
680970795137544192,2665,749
680940246314430465,3544,1225
680913438424612864,2609,705
680836378243002368,3766,1513
680801747103793152,2600,925
680609293079592961,2906,816
680497766108381184,4639,2162
680473011644985345,2778,844
680221482581123072,1598,329
680191257256136705,2356,577
680161097740095489,2538,828
680130881361686529,2519,1078
680100725817409536,3891,1554
680070545539371008,2818,994
679877062409191424,2155,726
679862121895714818,2678,706
679844490799091713,2593,887
679777920601223168,3390,1281
679729593985699840,2367,937
679530280114372609,5208,2347
679511351870550016,3711,1461
679475951516934144,2304,728
679405845277462528,2594,1364
679148763231985668,3028,1163
679111216690831360,6514,2893
679047485189439488,2460,781
678991772295516161,2537,1333
678800283649069056,2810,1018
678774928607469569,3037,1043
678764513869611008,1788,544
678740035362037760,4099,1926
678675843183484930,3155,1680
678446151570427904,4358,1785
678410210315247616,4640,2072
678396796259975168,1731,478
678380236862578688,2655,1020
678334497360859136,1427,304
678255464182861824,1726,418
678021115718029313,15018,7148
677918531514703872,1476,463
677716515794329600,3323,1104
677698403548192770,1332,363
677673981332312066,3603,1677
677644091929329666,2040,886
677565715327688705,1409,513
677547928504967168,7568,4076
677335745548390400,3328,2017
677331501395156992,1189,265
677314812125323265,1799,611
677269281705472000,2164,790
677187300187611136,2981,1033
676957860086095872,2395,907
676948236477857792,2354,980
676942428000112642,2261,855
676916996760600576,3231,2002
676864501615042560,2294,808
676819651066732545,1957,741
676776431406465024,5405,2249
676613908052996102,1183,219
676603393314578432,1280,440
676590572941893632,1001,142
676582956622721024,1310,312
676533798876651520,2025,621
676470639084101634,12616,5224
676430933382295552,1526,385
676237365392908289,1335,331
676215927814406144,1881,661
676146341966438401,2077,744
676101918813499392,3042,1284
676089483918516224,1431,483
675891555769696257,2297,976
675878199931371520,4531,1570
675853064436391936,2927,1460
675845657354215424,2477,1000
675820929667219457,1140,260
675781562965868544,1750,537
675710890956750848,2046,928
675706639471788032,693,106
675531475945709568,1276,428
675517828909424640,1414,507
675497103322386432,3397,1443
675483430902214656,1985,1081
675372240448454658,1838,563
675354435921575936,35178,18963
675334060156301312,3007,1436
675153376133427200,6072,2734
675147105808306176,1026,273
675145476954566656,2305,1011
675113801096802304,2120,877
675109292475830276,3006,1259
675015141583413248,2918,1335
675003128568291329,1672,517
674805413498527744,934,391
674793399141146624,2697,1225
674788554665512960,871,230
674774481756377088,1213,532
674764817387900928,852,263
674752233200820224,1580,516
674742531037511680,527,55
674737130913071104,693,103
674670581682434048,1751,729
674646392044941312,1533,557
674638615994089473,1806,650
674606911342424069,1013,115
674447403907457024,1137,393
674422304705744896,1536,592
674410619106390016,1289,515
674372068062928900,931,346
674318007229923329,1516,570
674291837063053312,15817,6533
674269164442398721,961,255
674262580978937856,1391,498
674082852460433408,804,186
674063288070742018,6769,2450
674051556661161984,1564,530
674042553264685056,772,142
674036086168010753,906,240
674019345211760640,1208,340
674008982932058114,1297,393
673919437611909120,1251,401
673887867907739649,994,274
673715861853720576,3815,2303
673709992831262724,908,306
673707060090052608,1177,434
673700254269775872,1532,638
673689733134946305,1855,700
673686845050527744,1544,479
673662677122719744,1339,397
673636718965334016,1194,404
673583129559498752,1273,403
673576835670777856,1482,613
673359818736984064,1558,728
673352124999274496,1761,597
673345638550134785,2700,1422
673342308415348736,1362,649
673317986296586240,924,293
673270968295534593,1134,400
673213039743795200,2410,929
672997845381865473,2092,786
672988786805112832,1039,314
672980819271634944,1930,1079
672970152493887488,1019,391
672964561327235073,1530,701
672898206762672129,944,459
672877615439593473,1096,405
672828477930868736,1343,533
672622327801233409,1377,542
672609152938721280,1180,424
672594978741354496,1411,661
672591271085670400,782,207
672523490734551040,696,189
672482722825261057,1221,665
672475084225949696,1529,770
672272411274932228,6888,3677
672264251789176834,1212,383
672254177670729728,1515,800
672245253877968896,733,169
672231046314901505,1956,1089
672205392827572224,2414,1270
672160042234327040,918,395
672125275208069120,2578,1253
672082170312290304,1003,402
671896809300709376,9016,4519
671882082306625538,3693,1488
671874878652489728,1330,601
671855973984772097,977,502
671768281401958400,1269,572
671744970634719232,1430,841
671735591348891648,1534,819
671561002136281088,13679,7931
671547767500775424,1444,658
671542985629241344,1166,616
671536543010570240,1253,441
671528761649688577,896,280
671518598289059840,1010,319
671504605491109889,7495,3866
671488513339211776,1073,516
671485057807351808,806,253
671362598324076544,1193,325
671355857343524864,508,119
671186162933985280,788,241
671166507850801152,931,390
671159727754231808,401,89
671151324042559489,714,166
671141549288370177,1246,713
671134062904504320,796,212
671115716440031232,1436,842
670995969505435648,1175,317
670840546554966016,634,213
670833812859932673,474,135
670826280409919488,5961,4485
670822709593571328,647,105
670811965569282048,1202,295
670804601705242624,2098,1035
670797304698376195,780,262
670789397210615808,700,255
670783437142401025,872,431
670780561024270336,831,317
670764103623966721,1154,466
670733412878163972,1030,558
670717338665226240,1301,547
670691627984359425,632,266
670676092097810432,267,45
670474236058800128,1635,835
670465786746662913,1048,608
670449342516494336,1264,729
670442337873600512,690,213
670434127938719744,1501,708
670428280563085312,1484,694
670421925039075328,1415,709
670417414769758208,604,350
670408998013820928,600,249
670385711116361728,593,234
670361874861563904,344,71
670319130621435904,4110,1359
670290420111441920,750,315
670086499208155136,740,275
670073503555706880,1674,874
670061506722140161,822,373
670046952931721218,684,191
670037189829525505,625,306
669993076832759809,344,92
669970042633789440,317,65
669926384437997569,400,115
669753178989142016,858,431
669684865554620416,551,99
669682095984410625,375,146
669661792646373376,860,482
669603084620980224,1006,401
669583744538451968,1587,1017
669571471778410496,1684,1085
669564461267722241,413,133
669375718304980992,1425,792
669367896104181761,485,172
669359674819481600,390,134
669353438988365824,687,281
669328503091937280,1081,452
669324657376567296,525,223
669214165781868544,468,183
669037058363662336,698,336
669006782128353280,610,269
668994913074286592,468,254
668989615043424256,726,356
668986018524233728,578,183
668979806671884288,842,382
668967877119254528,161,25
668955713004314625,300,77
668902994700836864,338,107
668872652652679168,566,322
668826086256599040,467,150
668779399630725120,749,409
668645506898350081,962,588
668641109086707712,1145,573
668633411083464705,3024,1788
668627278264475648,341,123
668623201287675904,1551,851
668614819948453888,654,341
668567822092664832,265,62
668542336805281792,497,231
668528771708952576,496,242
668496999348633600,436,146
668480044826800133,491,162
668297328638447616,656,319
668286279830867968,535,149
668268907921326080,592,261
668248472370458624,1056,523
668226093875376128,323,115
668204964695683073,586,206
668171859951755264,525,208
668142349051129856,592,306
